Cartographie PMSI; ; 
Référentiel géographique : France par code géographique PMSI; ; 
Code;Libellé;Séjours PMSI MCO au lieu de résidence 2018
14760;BRETTEVILLE-SUR-ODON;N/A
14770;CONDÉ-EN-NORMANDIE;N/A
14780;LION-SUR-MER;N/A
14790;VERSON;N/A
14800;TOUQUES;N/A
14830;LANGRUNE-SUR-MER;N/A
14840;DÉMOUVILLE;N/A
14850;HÉROUVILLETTE;N/A
14860;BAVENT;N/A
14880;HERMANVILLE-SUR-MER;N/A
14910;BLONVILLE-SUR-MER;N/A
14920;MATHIEU;N/A
14930;ÉTERVILLE;N/A
14950;SAINT-ÉTIENNE-LA-THILLAYE;N/A
14970;BÉNOUVILLE;N/A
14980;ROTS;N/A
14990;BERNIÈRES-SUR-MER;N/A
14C01;ASNELLES/ARROMANCHES-LES-BAIN;N/A
14C02;SALLENELLES/MERVILLE-FRANCEVI;N/A
14C03;VILLERVILLE/HONFLEUR;N/A
14C04;SALINE;N/A
14C05;THUE ET MUE;N/A
14C06;MÉZIDON VALLÉE D'AUGE;N/A
15100;SAINT-FLOUR;N/A
15110;CHAUDES-AIGUES;N/A
15120;MONTSALVY;N/A
15140;SAINT-MARTIN-VALMEROUX;N/A
15150;LAROQUEBROU;N/A
15160;ALLANCHE;N/A
15170;NEUSSARGUES EN PINATELLE;N/A
15190;CONDAT;N/A
15200;MAURIAC;N/A
15210;YDES;N/A
15220;SAINT-MAMET-LA-SALVETAT;N/A
15240;SAIGNES;N/A
15250;JUSSAC;N/A
15260;NEUVÉGLISE-SUR-TRUYÈRE;N/A
15270;LANOBRE;N/A
15290;LE ROUGET-PERS;N/A
15300;MURAT;N/A
15310;SAINT-CERNIN;N/A
15320;VAL D'ARCOMIE;N/A
15340;PUYCAPEL;N/A
15350;CHAMPAGNAC;N/A
15380;ANGLARDS-DE-SALERS;N/A
15400;RIOM-ÈS-MONTAGNES;N/A
15500;MASSIAC;N/A
15590;VELZIC;N/A
15600;MAURS;N/A
15700;PLEAUX;N/A
15800;VIC-SUR-CÈRE;N/A
15C01;PIERREFORT/PAULHAC;N/A
15C02;AURILLAC/ARPAJON-SUR-CÈRE;N/A
16000;ANGOULÊME;N/A
16100;COGNAC;N/A
16110;LA ROCHEFOUCAULD-EN-ANGOUMOIS;N/A
16120;CHÂTEAUNEUF-SUR-CHARENTE;N/A
16130;SEGONZAC;N/A
16140;AIGRE;N/A
16150;CHABANAIS;N/A
16160;GOND-PONTOUVRE;N/A
16170;ROUILLAC;N/A
16190;MONTMOREAU;N/A
16200;JARNAC;N/A
16220;MONTBRON;N/A
16230;MANSLE;N/A
16240;VILLEFAGNAN;N/A
16250;VAL DES VIGNES;N/A
16260;CHASSENEUIL-SUR-BONNIEURE;N/A
16270;TERRES-DE-HAUTE-CHARENTE;N/A
16290;SAINT-SATURNIN;N/A
16300;BARBEZIEUX-SAINT-HILAIRE;N/A
16310;MONTEMBOEUF;N/A
16320;VILLEBOIS-LAVALETTE;N/A
16330;VARS;N/A
16340;L'ISLE-D'ESPAGNAC;N/A
16350;CHAMPAGNE-MOUTON;N/A
16360;BAIGNES-SAINTE-RADEGONDE;N/A
16370;CHERVES-RICHEMONT;N/A
16380;CHAZELLES;N/A
16390;SAINT-SÉVERIN;N/A
16400;LA COURONNE;N/A
16410;GARAT;N/A
16420;BRIGUEUIL;N/A
16430;CHAMPNIERS;N/A
16440;ROULLET-SAINT-ESTÈPHE;N/A
16450;SAINT-CLAUD;N/A
16460;AUNAC-SUR-CHARENTE;N/A
16470;SAINT-MICHEL;N/A
16480;BROSSAC;N/A
16490;ALLOUE;N/A
16500;CONFOLENS;N/A
16560;JAULDES;N/A
16570;SAINT-GENIS-D'HIERSAC;N/A
16590;BRIE;N/A
16600;RUELLE-SUR-TOUVRE;N/A
16710;SAINT-YRIEIX-SUR-CHARENTE;N/A
16720;SAINT-MÊME-LES-CARRIÈRES;N/A
16730;FLÉAC;N/A
16800;SOYAUX;N/A
16C01;VERTEUIL-SUR-CHARENTE/RUFFEC;N/A
16C02;MONTBOYER/CHALAIS;N/A
17000;LA ROCHELLE;12
17100;SAINTES;N/A
17110;SAINT-GEORGES-DE-DIDONNE;N/A
17120;SEMUSSAC;N/A
17130;MONTENDRE;N/A
17132;MESCHERS-SUR-GIRONDE;N/A
17137;NIEUL-SUR-MER;N/A
17138;PUILBOREAU;N/A
17139;DOMPIERRE-SUR-MER;N/A
17140;LAGORD;N/A
17150;MIRAMBEAU;N/A
17160;MATHA;N/A
17170;SAINT-JEAN-DE-LIVERSAY;N/A
17180;PÉRIGNY;N/A
17190;SAINT-GEORGES-D'OLÉRON;N/A
17200;ROYAN;N/A
17210;MONTLIEU-LA-GARDE;N/A
17220;SAINTE-SOULLE;N/A
17230;MARANS;N/A
17240;SAINT-GENIS-DE-SAINTONGE;N/A
17250;SAINT-PORCHAIRE;N/A
17260;GÉMOZAC;N/A
17270;MONTGUYON;N/A
17290;AIGREFEUILLE-D'AUNIS;N/A
17300;ROCHEFORT;N/A
17310;SAINT-PIERRE-D'OLÉRON;N/A
17320;MARENNES-HIERS-BROUAGE;N/A
17330;LOULAY;N/A
17340;CHÂTELAILLON-PLAGE;N/A
17350;SAINT-SAVINIEN;N/A
17360;SAINT-AIGULIN;N/A
17370;SAINT-TROJAN-LES-BAINS;N/A
17380;TONNAY-BOUTONNE;N/A
17390;LA TREMBLADE;N/A
17400;SAINT-JEAN-D'ANGÉLY;N/A
17410;SAINT-MARTIN-DE-RÉ;N/A
17420;SAINT-PALAIS-SUR-MER;N/A
17430;TONNAY-CHARENTE;N/A
17440;AYTRÉ;N/A
17460;THÉNAC;N/A
17470;AULNAY;N/A
17480;LE CHÂTEAU-D'OLÉRON;N/A
17490;BEAUVAIS-SUR-MATHA;N/A
17500;JONZAC;N/A
17510;NÉRÉ;N/A
17520;JARNAC-CHAMPAGNE;N/A
17530;ARVERT;N/A
17540;VÉRINES;N/A
17550;DOLUS-D'OLÉRON;N/A
17560;BOURCEFRANC-LE-CHAPUS;N/A
17570;LES MATHES;N/A
17580;LE BOIS-PLAGE-EN-RÉ;N/A
17600;SAUJON;N/A
17610;CHANIERS;N/A
17620;ÉCHILLAIS;N/A
17630;LA FLOTTE;N/A
17640;VAUX-SUR-MER;N/A
17690;ANGOULINS;N/A
17700;SURGÈRES;N/A
17730;PORT-DES-BARQUES;N/A
17740;SAINTE-MARIE-DE-RÉ;N/A
17750;ÉTAULES;N/A
17770;ÉCOYEUX;N/A
17780;SOUBISE;N/A
17800;PONS;N/A
17810;SAINT-GEORGES-DES-COTEAUX;N/A
17870;BREUIL-MAGNÉ;N/A
17890;CHAILLEVETTE;N/A
17940;RIVEDOUX-PLAGE;N/A
17C01;LES PORTES-EN-RÉ/ARS-EN-RÉ;N/A
17C02;LOIX/LA COUARDE-SUR-MER;N/A
17C03;ÎLE-D'AIX/FOURAS;N/A
17C04;SAINT-DENIS-D'OLÉRON/LA BRÉE-;N/A
17C05;MORNAC-SUR-SEUDRE/BREUILLET;N/A
18000;BOURGES;15
18100;VIERZON;11
18110;SAINT-MARTIN-D'AUXIGNY;N/A
18120;MÉREAU;N/A
18130;DUN-SUR-AURON;N/A
18140;HERRY;N/A
18150;LA GUERCHE-SUR-L'AUBOIS;N/A
18160;LIGNIÈRES;N/A
18170;LE CHÂTELET;N/A
18190;CHÂTEAUNEUF-SUR-CHER;N/A
18200;SAINT-AMAND-MONTROND;N/A
18210;CHARENTON-DU-CHER;N/A
18220;LES AIX-D'ANGILLON;N/A
18230;SAINT-DOULCHARD;N/A
18240;BOULLERET;N/A
18250;HENRICHEMONT;N/A
18260;VAILLY-SUR-SAULDRE;N/A
18270;CULAN;N/A
18290;CHÂROST;N/A
18300;SAINT-SATUR;N/A
18310;GRAÇAY;N/A
18320;JOUET-SUR-L'AUBOIS;N/A
18330;NEUVY-SUR-BARANGEON;N/A
18340;PLAIMPIED-GIVAUDINS;N/A
18350;NÉRONDES;N/A
18360;VESDUN;N/A
18370;CHÂTEAUMEILLANT;N/A
18380;IVOY-LE-PRÉ;N/A
18390;SAINT-GERMAIN-DU-PUY;N/A
18400;SAINT-FLORENT-SUR-CHER;N/A
18410;ARGENT-SUR-SAULDRE;N/A
18500;MEHUN-SUR-YÈVRE;N/A
18510;MENETOU-SALON;N/A
18520;AVORD;N/A
18570;TROUY;N/A
18600;SANCOINS;N/A
18700;AUBIGNY-SUR-NÈRE;N/A
18800;BAUGY;N/A
19000;TULLE;N/A
19100;BRIVE-LA-GAILLARDE;N/A
19110;BORT-LES-ORGUES;N/A
19120;BEAULIEU-SUR-DORDOGNE;N/A
19130;OBJAT;N/A
19140;UZERCHE;N/A
19150;LAGUENNE-SUR-AVALOUZE;N/A
19160;NEUVIC;N/A
19170;BUGEAT;N/A
19190;BEYNAT;N/A
19200;USSEL;N/A
19210;LUBERSAC;N/A
19220;SAINT-PRIVAT;N/A
19230;ARNAC-POMPADOUR;N/A
19240;ALLASSAC;N/A
19250;MEYMAC;N/A
19260;TREIGNAC;N/A
19270;USSAC;N/A
19290;PEYRELEVADE;N/A
19300;ÉGLETONS;N/A
19310;BRIGNAC-LA-PLAINE;N/A
19320;ARGENTAT-SUR-DORDOGNE;N/A
19340;MERLINES;N/A
19350;JUILLAC;N/A
19360;MALEMORT;N/A
19370;CHAMBERET;N/A
19380;ALBUSSAC;N/A
19400;ARGENTAT-SUR-DORDOGNE;N/A
19410;VIGEOIS;N/A
19430;GOULLES;N/A
19450;CHAMBOULIVE;N/A
19460;NAVES;N/A
19490;SAINTE-FORTUNADE;N/A
19500;MEYSSAC;N/A
19510;MASSERET;N/A
19520;CUBLAC;N/A
19550;SOURSAC;N/A
19600;SAINT-PANTALÉON-DE-LARCHE;N/A
19700;SEILHAC;N/A
19800;CORRÈZE;N/A
19C01;SAINT-HILAIRE-PEYROUX/CHAMEYR;N/A
19C02;SAINT-AUGUSTIN/LE LONZAC;N/A
21000;DIJON;N/A
21110;GENLIS;N/A
21120;IS-SUR-TILLE;N/A
21121;FONTAINE-LÈS-DIJON;N/A
21130;AUXONNE;N/A
21140;SEMUR-EN-AUXOIS;N/A
21150;VENAREY-LES-LAUMES;N/A
21160;MARSANNAY-LA-CÔTE;N/A
21170;LOSNE;N/A
21200;BEAUNE;N/A
21210;SAULIEU;N/A
21220;GEVREY-CHAMBERTIN;N/A
21230;ARNAY-LE-DUC;N/A
21240;TALANT;N/A
21260;SELONGEY;N/A
21270;PONTAILLER-SUR-SAÔNE;N/A
21290;RECEY-SUR-OURCE;N/A
21300;CHENÔVE;N/A
21310;MIREBEAU-SUR-BÈZE;N/A
21320;POUILLY-EN-AUXOIS;N/A
21330;LAIGNES;N/A
21340;NOLAY;N/A
21350;VITTEAUX;N/A
21360;BLIGNY-SUR-OUCHE;N/A
21370;PLOMBIÈRES-LÈS-DIJON;N/A
21380;MESSIGNY-ET-VANTOUX;N/A
21390;PRÉCY-SOUS-THIL;N/A
21400;CHÂTILLON-SUR-SEINE;N/A
21410;FLEUREY-SUR-OUCHE;N/A
21420;SAVIGNY-LÈS-BEAUNE;N/A
21430;LIERNAIS;N/A
21450;VILLAINES-EN-DUESMOIS;N/A
21460;ÉPOISSES;N/A
21470;BRAZEY-EN-PLAINE;N/A
21490;VAROIS-ET-CHAIGNOT;N/A
21500;MONTBARD;N/A
21510;AIGNAY-LE-DUC;N/A
21530;LA ROCHE-EN-BRENIL;N/A
21540;SOMBERNON;N/A
21550;LADOIX-SERRIGNY;N/A
21560;ARC-SUR-TILLE;N/A
21580;GRANCEY-LE-CHÂTEAU-NEUVELLE;N/A
21600;LONGVIC;N/A
21610;FONTAINE-FRANÇAISE;N/A
21640;GILLY-LÈS-CÎTEAUX;N/A
21700;NUITS-SAINT-GEORGES;N/A
21760;LAMARCHE-SUR-SAÔNE;N/A
21800;CHEVIGNY-SAINT-SAUVEUR;N/A
21850;SAINT-APOLLINAIRE;N/A
21910;NOIRON-SOUS-GEVREY;N/A
21C01;VERREY-SOUS-SALMAISE/SAINT-MA;N/A
21C02;SANTENAY/POMMARD/MEURSAULT;N/A
21C03;SEURRE/LABERGEMENT-LÈS-SEURRE;N/A
21C04;MONTIGNY-SUR-AUBE/BELAN-SUR-O;N/A
22000;SAINT-BRIEUC;N/A
22100;DINAN;N/A
22110;ROSTRENEN;N/A
22120;YFFINIAC;N/A
22130;PLANCOËT;N/A
22140;BÉGARD;N/A
22150;PLOEUC-L'HERMITAGE;N/A
22160;CALLAC;N/A
22170;CHÂTELAUDREN-PLOUAGAT;N/A
22190;PLÉRIN;N/A
22200;GUINGAMP;N/A
22210;PLÉMET;N/A
22220;TRÉGUIER;N/A
22230;MERDRIGNAC;N/A
22240;FRÉHEL;N/A
22250;BROONS;N/A
22260;PLOËZAL;N/A
22270;JUGON-LES-LACS - COMMUNE NOUV;N/A
22290;LANVOLLON;N/A
22300;LANNION;N/A
22310;PLESTIN-LES-GRÈVES;N/A
22320;CORLAY;N/A
22330;LE MENÉ;N/A
22340;MAËL-CARHAIX;N/A
22350;CAULNES;N/A
22360;LANGUEUX;N/A
22370;PLÉNEUF-VAL-ANDRÉ;N/A
22380;SAINT-CAST-LE-GUILDO;N/A
22390;BOURBRIAC;N/A
22400;LAMBALLE-ARMOR;N/A
22410;SAINT-QUAY-PORTRIEUX;N/A
22420;PLOUARET;N/A
22430;ERQUY;N/A
22440;PLOUFRAGAN;N/A
22450;LA ROCHE-JAUDY;N/A
22460;UZEL;N/A
22470;PLOUÉZEC;N/A
22480;SAINT-NICOLAS-DU-PÉLEM;N/A
22490;PLESLIN-TRIGAVOU;N/A
22500;PAIMPOL;N/A
22510;BRÉHAND;N/A
22530;GUERLÉDAN;N/A
22540;LOUARGAT;N/A
22550;MATIGNON;N/A
22560;PLEUMEUR-BODOU;N/A
22570;BON REPOS SUR BLAVET;N/A
22580;PLOUHA;N/A
22590;PORDIC;16
22600;LOUDÉAC;N/A
22610;PLEUBIAN;N/A
22630;ÉVRAN;N/A
22640;PLÉNÉE-JUGON;N/A
22660;TRÉVOU-TRÉGUIGNEC;N/A
22680;BINIC-ÉTABLES-SUR-MER;N/A
22690;PLEUDIHEN-SUR-RANCE;N/A
22700;PERROS-GUIREC;N/A
22710;PENVÉNAN;N/A
22720;PLÉSIDY;N/A
22730;TRÉGASTEL;N/A
22740;LÉZARDRIEUX;N/A
22770;LANCIEUX;N/A
22780;LOGUIVY-PLOUGRAS;N/A
22800;QUINTIN;N/A
22810;PLOUNÉVEZ-MOËDEC;N/A
22820;PLOUGRESCANT;N/A
22830;PLOUASNE;N/A
22940;PLAINTEL;N/A
22950;TRÉGUEUX;N/A
22960;PLÉDRAN;N/A
22970;PLOUMAGOAR;N/A
22980;PLÉLAN-LE-PETIT;N/A
22C01;SAINT-JACUT-DE-LA-MER/BEAUSSA;N/A
22C02;YVIAS/PLOURIVO;N/A
22C03;ÎLE-DE-BRÉHAT/PLOUBAZLANEC;N/A
23000;GUÉRET;N/A
23100;LA COURTINE;N/A
23110;ÉVAUX-LES-BAINS;N/A
23130;CHÉNÉRAILLES;N/A
23140;PIONNAT;N/A
23150;AHUN;N/A
23160;AZERABLES;N/A
23170;CHAMBON-SUR-VOUEIZE;N/A
23190;CHAMPAGNAT;N/A
23200;AUBUSSON;N/A
23210;BÉNÉVENT-L'ABBAYE;N/A
23220;BONNAT;N/A
23230;GOUZON;N/A
23240;LE GRAND-BOURG;N/A
23250;SARDENT;N/A
23270;CLUGNAT;N/A
23290;FURSAC;N/A
23300;LA SOUTERRAINE;N/A
23320;SAINT-VAURY;N/A
23350;GENOUILLAC;N/A
23360;LOURDOUEIX-SAINT-PIERRE;N/A
23380;AJAIN;N/A
23400;BOURGANEUF;N/A
23430;SAINT-MARTIN-SAINTE-CATHERINE;N/A
23480;SAINT-SULPICE-LES-CHAMPS;N/A
23600;BOUSSAC;N/A
23700;AUZANCES;N/A
23C01;FRESSELINES/DUN-LE-PALESTEL;N/A
23C02;VALLIÈRE/FELLETIN;N/A
23C03;ROYÈRE-DE-VASSIVIÈRE/GENTIOUX;N/A
23C04;MÉRINCHAL/CROCQ;N/A
24000;PÉRIGUEUX;N/A
24100;BERGERAC;N/A
24110;SAINT-ASTIER;N/A
24120;TERRASSON-LAVILLEDIEU;N/A
24130;PRIGONRIEUX;N/A
24140;EYRAUD-CREMPSE-MAURENS;N/A
24150;LALINDE;N/A
24160;EXCIDEUIL;N/A
24170;PAYS DE BELVÈS;N/A
24190;NEUVIC;N/A
24200;SARLAT-LA-CANÉDA;N/A
24210;THENON;N/A
24220;SAINT-CYPRIEN;N/A
24230;SAINT-ANTOINE-DE-BREUILH;N/A
24240;SIGOULÈS-ET-FLAUGEAC;N/A
24250;CÉNAC-ET-SAINT-JULIEN;N/A
24260;LE BUGUE;N/A
24270;LANOUAILLE;N/A
24290;MONTIGNAC;N/A
24300;NONTRON;N/A
24310;BRANTÔME EN PÉRIGORD;N/A
24320;VERTEILLAC;N/A
24340;MAREUIL EN PÉRIGORD;N/A
24350;TOCANE-SAINT-APRE;N/A
24360;PIÉGUT-PLUVIERS;N/A
24370;CARLUX;N/A
24380;SANILHAC;N/A
24390;HAUTEFORT;N/A
24400;MUSSIDAN;N/A
24410;SAINT AULAYE-PUYMANGOU;N/A
24420;SORGES ET LIGUEUX EN PÉRIGORD;N/A
24430;MARSAC-SUR-L'ISLE;N/A
24440;BEAUMONTOIS EN PÉRIGORD;N/A
24450;LA COQUILLE;N/A
24460;BRANTÔME EN PÉRIGORD;N/A
24470;SAINT-PARDOUX-LA-RIVIÈRE;N/A
24480;LE BUISSON-DE-CADOUIN;N/A
24490;LA ROCHE-CHALAIS;N/A
24500;EYMET;N/A
24510;VAL DE LOUYRE ET CAUDEAU;N/A
24520;COURS-DE-PILE;N/A
24530;BRANTÔME EN PÉRIGORD;N/A
24540;CAPDROT;N/A
24550;VILLEFRANCHE-DU-PÉRIGORD;N/A
24560;ISSIGEAC;N/A
24570;LE LARDIN-SAINT-LAZARE;N/A
24580;ROUFFIGNAC-SAINT-CERNIN-DE-RE;N/A
24590;SALIGNAC-EYVIGUES;N/A
24600;RIBÉRAC;N/A
24610;VILLEFRANCHE-DE-LONCHAT;N/A
24620;LES EYZIES;N/A
24630;JUMILHAC-LE-GRAND;N/A
24640;BASSILLAC ET AUBEROCHE;N/A
24650;CHANCELADE;N/A
24680;LAMONZIE-SAINT-MARTIN;N/A
24700;MONTPON-MÉNESTÉROL;N/A
24800;THIVIERS;N/A
24C01;COULOUNIEIX-CHAMIERS/BOULAZAC;N/A
25000;BESANÇON;13
25110;BAUME-LES-DAMES;N/A
25115;POUILLEY-LES-VIGNES;N/A
25120;MAÎCHE;N/A
25130;VILLERS-LE-LAC;N/A
25140;CHARQUEMONT;N/A
25150;PONT-DE-ROIDE-VERMONDANS;N/A
25160;LABERGEMENT-SAINTE-MARIE;N/A
25170;PELOUSEY;N/A
25190;SAINT-HIPPOLYTE;N/A
25200;MONTBÉLIARD;N/A
25210;LE RUSSEY;N/A
25220;THISE;N/A
25230;SELONCOURT;N/A
25240;MOUTHE;N/A
25250;L'ISLE-SUR-LE-DOUBS;N/A
25260;MONTENOIS;N/A
25270;LEVIER;N/A
25290;ORNANS;N/A
25300;PONTARLIER;N/A
25310;HÉRIMONCOURT;N/A
25320;MONTFERRAND-LE-CHÂTEAU;N/A
25330;AMANCEY;N/A
25340;PAYS-DE-CLERVAL;N/A
25350;MANDEURE;N/A
25360;NANCRAY;N/A
25370;JOUGNE;N/A
25380;BELLEHERBE;N/A
25390;ORCHAMPS-VENNES;N/A
25400;AUDINCOURT;N/A
25410;SAINT-VIT;N/A
25420;VOUJEAUCOURT;N/A
25430;SANCEY;N/A
25440;QUINGEY;N/A
25450;DAMPRICHARD;N/A
25460;ÉTUPES;N/A
25470;TRÉVILLERS;N/A
25480;ÉCOLE-VALENTIN;N/A
25490;FESCHES-LE-CHÂTEL;N/A
25500;MORTEAU;N/A
25510;PIERREFONTAINE-LES-VARANS;N/A
25520;GOUX-LES-USIERS;N/A
25530;VERCEL-VILLEDIEU-LE-CAMP;N/A
25560;FRASNE;N/A
25580;LES PREMIERS SAPINS;N/A
25600;SOCHAUX;N/A
25610;ARC-ET-SENANS;N/A
25620;ORNANS;N/A
25630;SAINTE-SUZANNE;N/A
25640;MARCHAUX-CHAUDEFONTAINE;N/A
25650;GILLEY;N/A
25660;SAÔNE;N/A
25680;ROUGEMONT;N/A
25690;AVOUDREY;N/A
25700;VALENTIGNEY;N/A
25720;AVANNE-AVENEY;N/A
25750;ARCEY;N/A
25770;FRANOIS;N/A
25800;VALDAHON;N/A
25870;LES AUXONS;N/A
25C01;SAINTE-MARIE/BAVANS;N/A
25C02;LAISSEY/DELUZ;N/A
25C03;LES GRAS/GRAND'COMBE-CHÂTELEU;N/A
25C04;VUILLAFANS/MOUTHIER-HAUTE-PIE;N/A
26000;VALENCE;N/A
26100;ROMANS-SUR-ISÈRE;N/A
26110;NYONS;N/A
26120;CHABEUIL;N/A
26130;SAINT-PAUL-TROIS-CHÂTEAUX;N/A
26140;SAINT-RAMBERT-D'ALBON;N/A
26150;DIE;N/A
26160;LA BÉGUDE-DE-MAZENC;N/A
26170;BUIS-LES-BARONNIES;N/A
26190;SAINT-JEAN-EN-ROYANS;N/A
26200;MONTÉLIMAR;N/A
26210;SAINT-SORLIN-EN-VALLOIRE;N/A
26220;DIEULEFIT;N/A
26230;GRIGNAN;N/A
26240;SAINT-VALLIER;N/A
26250;LIVRON-SUR-DRÔME;N/A
26260;SAINT-DONAT-SUR-L'HERBASSE;N/A
26270;LORIOL-SUR-DRÔME;N/A
26290;DONZÈRE;N/A
26300;BOURG-DE-PÉAGE;N/A
26320;SAINT-MARCEL-LÈS-VALENCE;N/A
26330;CHÂTEAUNEUF-DE-GALAURE;N/A
26340;SAILLANS;N/A
26350;VALHERBASSE;N/A
26380;PEYRINS;N/A
26400;CREST;N/A
26420;LA CHAPELLE-EN-VERCORS;N/A
26450;CHAROLS;N/A
26460;BOURDEAUX;N/A
26500;BOURG-LÈS-VALENCE;N/A
26510;RÉMUZAT;N/A
26540;MOURS-SAINT-EUSÈBE;N/A
26600;TAIN-L'HERMITAGE;N/A
26700;PIERRELATTE;N/A
26730;EYMEUX;N/A
26740;MONTBOUCHER-SUR-JABRON;N/A
26750;GÉNISSIEUX;N/A
26760;BEAUMONT-LÈS-VALENCE;N/A
26770;TAULIGNAN;N/A
26780;CHÂTEAUNEUF-DU-RHÔNE;N/A
26790;SUZE-LA-ROUSSE;N/A
26800;PORTES-LÈS-VALENCE;N/A
26C01;LE GRAND-SERRE/HAUTERIVES;N/A
26C02;LUS-LA-CROIX-HAUTE/CHÂTILLON-;N/A
26C03;LUC-EN-DIOIS/LA MOTTE-CHALANC;N/A
26C04;SÉDERON/MONTBRUN-LES-BAINS;N/A
27000;ÉVREUX;20
27100;VAL-DE-REUIL;N/A
27110;LE NEUBOURG;N/A
27120;PACY-SUR-EURE;N/A
27140;GISORS;N/A
27170;BEAUMONT-LE-ROGER;N/A
27180;SAINT-SÉBASTIEN-DE-MORSENT;23
27200;VERNON;20
27210;BEUZEVILLE;N/A
27220;SAINT-ANDRÉ-DE-L'EURE;15
27230;THIBERVILLE;34
27240;MESNILS-SUR-ITON;N/A
27250;RUGLES;N/A
27260;ÉPAIGNES;N/A
27270;MESNIL-EN-OUCHE;N/A
27290;APPEVILLE-ANNEBAULT;N/A
27300;BERNAY;N/A
27310;BOURG-ACHARD;N/A
27340;PONT-DE-L'ARCHE;N/A
27350;ROUTOT;N/A
27370;LE THUIT DE L'OISON;N/A
27380;FLEURY-SUR-ANDELLE;N/A
27390;MONTREUIL-L'ARGILLÉ;N/A
27400;LOUVIERS;N/A
27420;VEXIN-SUR-EPTE;N/A
27430;SAINT-PIERRE-DU-VAUVRAY;N/A
27450;SAINT-GEORGES-DU-VIÈVRE;N/A
27460;IGOVILLE;N/A
27470;SERQUIGNY;N/A
27490;CLEF VALLÉE D'EURE;N/A
27500;PONT-AUDEMER;N/A
27520;GRAND BOURGTHEROULDE;N/A
27530;ÉZY-SUR-EURE;N/A
27540;IVRY-LA-BATAILLE;N/A
27550;NASSANDRES SUR RISLE;N/A
27560;LIEUREY;N/A
27570;TILLIÈRES-SUR-AVRE;N/A
27590;PÎTRES;N/A
27600;GAILLON;N/A
27620;GASNY;N/A
27640;BREUILPONT;N/A
27670;BOSROUMOIS;N/A
27680;LE PERREY;N/A
27690;LÉRY;N/A
27700;LES ANDELYS;N/A
27730;BUEIL;N/A
27740;POSES;N/A
27750;LA COUTURE-BOUSSEY;N/A
27780;GARENNES-SUR-EURE;N/A
27810;MARCILLY-SUR-EURE;N/A
27910;PERRIERS-SUR-ANDELLE;N/A
27920;SAINT-PIERRE-DE-BAILLEUL;N/A
27930;GRAVIGNY;N/A
27940;LE VAL D'HAZEY;N/A
27950;SAINT-MARCEL;N/A
27C01;BOURTH/ARMENTIÈRES-SUR-AVRE;N/A
27C02;VESLY/DANGU;N/A
27C03;SAINT-GEORGES-MOTEL/MESNIL-SU;N/A
27C04;NEAUFLES-SAINT-MARTIN/BÉZU-SA;N/A
27C05;VAL D'ORGER/MÉNESQUEVILLE;N/A
27C06;ROMILLY-SUR-ANDELLE/PONT-SAIN;N/A
27C07;LA FERRIÈRE-SUR-RISLE/CONCHES;N/A
27C08;LA NEUVILLE-DU-BOSC/BRIONNE;N/A
27C09;NONANCOURT/ILLIERS-L'ÉVÊQUE;N/A
27C10;ÉTRÉPAGNY/HEUDICOURT;N/A
27C11;ROSAY-SUR-LIEURE/LYONS-LA-FOR;N/A
27C12;MESNIL-EN-OUCHE;N/A
27C13;VEXIN-SUR-EPTE;N/A
27C14;VERNEUIL D'AVRE ET D'ITON;11
28000;CHARTRES;38
28100;DREUX;32
28110;LUCÉ;21
28120;ILLIERS-COMBRAY;21
28130;MAINTENON;14
28140;ÉOLE-EN-BEAUCE;N/A
28150;LES VILLAGES VOVÉENS;N/A
28160;BROU;18
28170;CHÂTEAUNEUF-EN-THYMERAIS;N/A
28190;COURVILLE-SUR-EURE;14
28200;CHÂTEAUDUN;16
28210;NOGENT-LE-ROI;N/A
28220;CLOYES-LES-TROIS-RIVIÈRES;N/A
28230;ÉPERNON;14
28240;LA LOUPE;14
28250;SENONCHES;N/A
28260;ANET;11
28270;BREZOLLES;N/A
28290;COMMUNE NOUVELLE D'ARROU;N/A
28300;MAINVILLIERS;52
28310;TOURY;18
28320;GALLARDON;N/A
28330;AUTHON-DU-PERCHE;N/A
28340;LA FERTÉ-VIDAME;N/A
28350;SAINT-LUBIN-DES-JONCHERETS;N/A
28360;DAMMARIE;N/A
28380;SAINT-RÉMY-SUR-AVRE;N/A
28400;NOGENT-LE-ROTROU;N/A
28410;ABONDANT;N/A
28480;SAINTIGNY;12
28500;VERNOUILLET;39
28600;LUISANT;N/A
28630;LE COUDRAY;22
28700;AUNEAU-BLEURY-SAINT-SYMPHORIE;39
28800;BONNEVAL;21
29000;QUIMPER;N/A
29100;DOUARNENEZ;N/A
29140;ROSPORDEN;N/A
29150;CHÂTEAULIN;N/A
29160;CROZON;N/A
29170;FOUESNANT;N/A
29180;PLOGONNEC;N/A
29190;PLEYBEN;N/A
29200;BREST;N/A
29217;PLOUGONVELIN;N/A
29233;CLÉDER;N/A
29241;LOCQUIREC;N/A
29246;POULLAOUEN;N/A
29250;SAINT-POL-DE-LÉON;N/A
29252;PLOUEZOC'H;N/A
29260;LESNEVEN;N/A
29270;CARHAIX-PLOUGUER;N/A
29280;PLOUZANÉ;N/A
29290;SAINT-RENAN;N/A
29300;QUIMPERLÉ;N/A
29310;QUERRIEN;N/A
29340;RIEC-SUR-BÉLON;N/A
